"title","type","year","length","numVotes","averageRating","director","birthYear","deathYear","genre_animation","genre_action","genre_adventure","genre_comedy","genre_documentary","genre_fantasy","genre_romance","genre_sci_fi","genre_thriller"
"West Side Story","movie",2021,156,91589,7.2,"Steven Spielberg",1946,NA,0,0,0,0,0,0,0,0,0
"Allegiance","tvSeries",2015,42,4280,7.1,"George Nolfi",NA,NA,0,0,0,0,0,0,0,0,1
"The Last of Us","tvSeries",2023,50,465009,8.8,"Liza Johnson",NA,NA,0,1,1,0,0,0,0,0,0
"And Then There Were None","tvMiniSeries",2015,172,42405,7.8,"Craig Viveiros",NA,NA,0,0,0,0,0,0,0,0,0
"Jawbone","movie",2017,91,3081,6.4,"Thomas Napper",1970,NA,0,1,0,0,0,0,0,0,0
"Frikjent","tvSeries",2015,45,4566,7.4,"Geir Henning Hopland",1970,NA,0,0,0,0,0,0,0,0,0
"Man Vs.","movie",2015,84,3286,5.6,"Adam Massey",NA,NA,0,0,0,0,0,0,0,1,1
"Mermaid Down","movie",2019,91,11074,4.4,"Jeffrey Grellman",NA,NA,0,0,0,0,0,1,0,0,0
"Chasing Shadows","tvMiniSeries",2014,45,2757,7.4,"Christopher Menaul",1944,NA,0,0,0,0,0,0,0,0,0
"Only the Dead","movie",2015,77,3437,7.6,"Michael Ware",NA,NA,0,0,0,0,1,0,0,0,0
"Backtrace","movie",2018,92,5219,3.8,"Brian A. Miller",NA,NA,0,1,0,0,0,0,0,0,0
"Black Jesus","tvSeries",2014,21,3745,7,"Mike Clattenburg",NA,NA,0,0,0,1,0,0,0,0,0
"Bey Yaar","movie",2014,150,2056,8.5,"Abhishek Jain",NA,NA,0,0,0,1,0,0,0,0,0
"Night Owls","movie",2015,90,2579,6.2,"Charles Hood",1983,NA,0,0,0,1,0,0,0,0,0
"The Postman's White Nights","movie",2014,100,2063,7.1,"Andrey Konchalovskiy",1937,NA,0,0,0,0,0,0,0,0,0
"Ping Pong the Animation","tvMiniSeries",2014,275,4538,8.6,"Masaaki Yuasa",1965,NA,1,0,0,0,0,0,0,0,0
"Blue Spring Ride","tvSeries",2014,122,5873,7.5,"Takahiro Miki",1974,NA,1,0,0,1,0,0,0,0,0
"Signed, Sealed, Delivered","tvSeries",2013,43,2861,7.7,"Scott Smith",NA,NA,0,0,0,1,0,0,0,0,0
"Lost in the Sun","movie",2015,95,4309,6,"Trey Nelson",NA,NA,0,1,0,0,0,0,0,0,1
"Another Period","tvSeries",2013,21,5286,7.3,"Jeremy Konner",NA,NA,0,0,0,1,0,0,0,0,0
"Monk Comes Down the Mountain","movie",2015,123,2199,5.5,"Kaige Chen",1952,NA,0,1,0,0,0,0,0,0,0
"Sex & Drugs & Rock & Roll","tvSeries",2015,21,3578,7.1,"Michael Blieden",1971,NA,0,0,0,1,0,0,0,0,0
"Prem Ratan Dhan Payo","movie",2015,164,23133,4.4,"Sooraj R. Barjatya",1965,NA,0,1,0,0,0,0,0,0,0
"The Odd Couple","tvSeries",2015,21,9411,6.3,"Phill Lewis",1968,NA,0,0,0,1,0,0,0,0,0
"Proof","tvSeries",2015,42,3494,7,"Alex Graves",NA,NA,0,0,0,0,0,1,0,0,0
"Henry Danger","tvSeries",2014,30,6812,5.9,"Steve Hoefer",1963,NA,0,1,0,1,0,0,0,0,0
"Nicky, Ricky, Dicky & Dawn","tvSeries",2014,30,3165,5.3,"Eric Dean Seaton",NA,NA,0,0,0,1,0,0,0,0,0
"Bella and the Bulldogs","tvSeries",2015,30,2477,5.2,"Sean K. Lambert",NA,NA,0,0,0,1,0,0,0,0,0
"Out of Nature","movie",2014,80,2313,6.9,"Ole Giæver",1977,NA,0,0,0,1,0,0,0,0,0
"Hindsight","tvSeries",2015,30,2956,7.5,"Michael Trim",NA,NA,0,0,0,1,0,0,0,0,0
"Dig","tvMiniSeries",2015,60,5853,6.8,"Gideon Raff",1972,NA,0,0,0,0,0,0,0,0,1
"Angie Tribeca","tvSeries",2016,30,9439,7,"Richie Keen",NA,NA,0,1,0,1,0,0,0,0,0
"Public Morals","tvSeries",2015,60,2730,6.9,"Edward Burns",1968,NA,0,0,0,0,0,0,0,0,0
"The Royals","tvSeries",2015,42,13853,7.4,"Mark Schwahn",1966,NA,0,0,0,0,0,0,0,0,0
"K.C. Undercover","tvSeries",2015,30,5787,6.4,"Jonathan A. Rosenbaum",NA,NA,0,1,0,1,0,0,0,0,0
"Mercenaries","movie",2014,89,2692,3.7,"Christopher Ray",1977,NA,0,1,1,0,0,0,0,0,0
"Texas Rising","tvMiniSeries",2015,60,4443,6.7,"Roland Joffé",1945,NA,0,0,0,0,0,0,0,0,0
"Night of the Living Deb","movie",2015,85,4155,5.6,"Kyle Rankin",1972,NA,0,0,0,1,0,0,1,0,0
"Shed of the Dead","movie",2019,82,2562,4.3,"Drew Cullingham",NA,NA,0,0,0,1,0,0,0,0,0
"The Diabolical","movie",2015,86,5734,4.7,"Alistair Legrand",NA,NA,0,0,0,0,0,0,0,1,0
"Lights Out","short",2013,3,7027,7.6,"David F. Sandberg",1981,NA,0,0,0,0,0,0,0,0,0
"Knock Knock","movie",2015,99,101795,4.9,"Eli Roth",1972,NA,0,0,0,0,0,0,0,0,1
"Cars 3","movie",2017,102,114815,6.7,"Brian Fee",1975,NA,1,0,1,1,0,0,0,0,0
"Incredibles 2","movie",2018,118,319708,7.6,"Brad Bird",1957,NA,1,1,1,0,0,0,0,0,0
"A Street Cat Named Bob","movie",2016,103,32955,7.3,"Roger Spottiswoode",1945,NA,0,0,0,0,0,0,0,0,0
"Punjab 1984","movie",2014,159,2329,8.3,"Anurag Singh",1978,NA,0,0,0,0,0,0,0,0,0
"Mythica: The Necromancer","movie",2015,93,2503,5.3,"A. Todd Smith",NA,NA,0,1,1,0,0,1,0,0,0
"In a Valley of Violence","movie",2016,104,20382,6.1,"Ti West",1980,NA,0,1,0,0,0,0,0,0,0
"Grace and Frankie","tvSeries",2015,30,55653,8.2,"Rebecca Asher",1969,NA,0,0,0,1,0,0,0,0,0
"Killing Jesus","tvMovie",2015,132,2081,4.6,"Christopher Menaul",1944,NA,0,0,0,0,0,0,0,0,0
"Don't Hang Up","movie",2016,83,16019,5.5,"Damien Macé",NA,NA,0,0,0,0,0,0,0,0,1
"W1A","tvSeries",2014,30,3012,7.8,"John Morton",NA,NA,0,0,0,1,0,0,0,0,0
"Bank Chor","movie",2017,120,3099,6,"Bumpy",NA,NA,0,1,0,1,0,0,0,0,0
"Wrong Turn 6: Last Resort","video",2014,91,16943,4.1,"Valeri Milev",1974,NA,0,0,1,0,0,0,0,0,0
"The Grudge","movie",2020,94,28443,4.4,"Nicolas Pesce",1990,NA,0,0,0,0,0,1,0,0,0
"Within","movie",2016,88,7863,5.1,"Phil Claydon",1976,NA,0,0,0,0,0,0,0,0,1
"Mommy","movie",2014,139,60467,8,"Xavier Dolan",1989,NA,0,0,0,0,0,0,0,0,0
"Terror in Resonance","tvMiniSeries",2014,23,12967,7.8,"Shin'ichirô Watanabe",1965,NA,1,0,0,0,0,0,0,0,0
"Ankhon Dekhi","movie",2013,107,12245,7.9,"Rajat Kapoor",1961,NA,0,0,0,1,0,0,0,0,0
"Jem and the Holograms","movie",2015,118,8221,4.2,"Jon M. Chu",1979,NA,0,0,1,0,0,0,0,0,0
"Monthly Girls' Nozaki-kun","tvMiniSeries",2014,23,3918,7.5,"Mitsue Yamazaki",NA,NA,1,0,0,1,0,0,1,0,0
"The Wave","movie",2015,105,41540,6.6,"Roar Uthaug",1973,NA,0,1,0,0,0,0,0,0,1
"The Big Fat Stone","movie",2014,111,8542,5.9,"Frank D'Angelo",NA,NA,0,0,0,0,0,0,0,0,0
"Hate Story 2","movie",2014,130,2365,4.4,"Vishal Pandya",NA,NA,0,0,0,0,0,0,0,0,1
"Boy 7","movie",2015,90,2421,5.8,"Lourens Blok",1978,NA,0,1,0,0,0,0,0,1,1
"Anguish","movie",2015,91,2337,4.5,"Sonny Mallhi",1972,NA,0,0,0,0,0,0,0,0,0
"One-Minute Time Machine","short",2014,6,3155,7.7,"Devon Avery",NA,NA,0,0,0,1,0,0,1,1,0
"Fate/stay night [Unlimited Blade Works]","tvSeries",2014,24,8632,8,"Takahiro Miura",NA,NA,1,1,1,0,0,0,0,0,0
"Death in Buenos Aires","movie",2014,90,2212,5.8,"Natalia Meta",NA,NA,0,0,0,0,0,0,0,0,0
"Don't Knock Twice","movie",2016,93,14676,5.1,"Caradog W. James",NA,NA,0,0,0,0,0,1,0,0,0
"Kilo Two Bravo","movie",2014,108,14103,7.1,"Paul Katis",NA,NA,0,0,1,0,0,0,0,0,0
"Sword of Vengeance","movie",2015,87,2518,4.4,"Jim Weedon",NA,NA,0,1,1,0,0,0,0,0,0
"Paper Towns","movie",2015,109,106693,6.2,"Jake Schreier",NA,NA,0,0,1,1,0,0,0,0,0
"Ricki and the Flash","movie",2015,101,24493,6,"Jonathan Demme",1944,2017,0,0,0,1,0,0,0,0,0
"Detours","movie",2016,81,3355,7.2,"Robert McCaskill",NA,NA,0,0,0,1,0,0,0,0,0
"The Man with the Iron Fists 2","video",2015,90,4511,4.4,"Roel Reiné",1969,NA,0,1,0,0,0,0,0,0,0
"The Christmas Secret","tvMovie",2014,120,3580,7.3,"Norma Bailey",1949,NA,0,0,0,0,0,0,1,0,0
"Vacation Friends","movie",2021,103,27861,6.3,"Clay Tarver",NA,NA,0,0,1,1,0,0,0,0,0
"Spanish Affair 2","movie",2015,99,7688,5.3,"Emilio Martínez Lázaro",1945,NA,0,0,0,1,0,0,1,0,0
"Nowitzki: The Perfect Shot","movie",2014,105,2170,7.5,"Sebastian Dehnhardt",1968,NA,0,0,0,0,1,0,0,0,0
"Burn Burn Burn","movie",2015,106,2031,6.8,"Chanya Button",NA,NA,0,0,0,1,0,0,0,0,0
"Phantasm: Ravager","movie",2016,85,5011,4.9,"David Hartman",NA,NA,0,1,0,0,0,1,0,0,0
"Barbershop: The Next Cut","movie",2016,111,15846,5.9,"Malcolm D. Lee",1970,NA,0,0,0,1,0,0,0,0,0
"The Girl on the Train","movie",2016,112,195718,6.5,"Tate Taylor",1969,NA,0,0,0,0,0,0,0,0,0
"Don't Hug Me I'm Scared 2: Time","video",2014,4,2798,8.1,"Becky Sloan",NA,NA,1,0,0,1,0,1,0,0,0
"The Target","movie",2014,98,2111,6.2,"Hong-Seung Yoon",NA,NA,0,1,0,0,0,0,0,0,1
"Poldark","tvSeries",2015,60,34793,8.3,"Joss Agnew",NA,NA,0,0,0,0,0,0,1,0,0
"Appleseed Alpha","movie",2014,93,8747,6.5,"Shinji Aramaki",1960,NA,1,1,1,0,0,0,0,0,0
"Closet Monster","movie",2015,90,9072,7,"Stephen Dunn",1989,NA,0,0,0,0,0,1,0,0,0
"Bedrag","tvSeries",2016,60,4731,7.6,"Søren Balle",NA,NA,0,0,0,0,0,0,0,0,1
"Apocalypse la 1ère Guerre mondiale","tvMiniSeries",2014,260,2975,8.8,"Isabelle Clarke",NA,NA,0,0,0,0,1,0,0,0,0
"The Brokenwood Mysteries","tvSeries",2014,90,6622,7.9,"Mark Beesley",NA,NA,0,0,0,0,0,0,0,0,0
"Allied","movie",2016,124,165165,7.1,"Robert Zemeckis",1952,NA,0,1,0,0,0,0,1,0,0
"I Smile Back","movie",2015,85,5622,6.2,"Adam Salky",NA,NA,0,0,0,0,0,0,0,0,0
"Life Eternal","movie",2015,123,2493,7.2,"Wolfgang Murnberger",1960,NA,0,0,0,1,0,0,0,0,0
"Batman Beyond","tvShort",2014,1,2443,7.8,"Darwyn Cooke",1962,2016,1,1,0,0,0,0,0,1,0
"Glass Jaw","movie",2018,98,4853,5.2,"Jeff Celentano",1960,NA,0,0,0,0,0,0,0,0,1
"Cut Off","movie",2018,132,7394,6.5,"Christian Alvart",1974,NA,0,1,0,0,0,0,0,0,0
"Let's Sin","movie",2014,110,13593,7.7,"Onur Ünlü",1973,NA,0,1,0,0,0,0,0,0,0
"Attack on Titan: Crimson Bow and Arrow","movie",2014,119,3457,7.6,"Tetsurô Araki",1976,NA,1,1,1,0,0,0,0,0,0
"Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa","movie",2015,120,3559,7.9,"Tetsurô Araki",1976,NA,1,1,0,0,0,1,0,0,0
"Blood Father","movie",2016,88,66847,6.4,"Jean-François Richet",1966,NA,0,1,0,0,0,0,0,0,0
"Taboo","tvSeries",2017,59,145897,8.3,"Anders Engström",1963,NA,0,0,0,0,0,0,0,0,1
"Espionage Tonight","movie",2017,85,2283,4.1,"Rob Gordon Bralver",NA,NA,0,1,0,1,0,0,0,0,0
"Fire at Sea","movie",2016,114,6007,6.7,"Gianfranco Rosi",1963,NA,0,0,0,0,1,0,0,0,0
"Morris from America","movie",2016,91,5583,6.3,"Chad Hartigan",1982,NA,0,0,0,1,0,0,1,0,0
"Creep 2","movie",2017,78,31045,6.4,"Patrick Brice",1983,NA,0,0,0,0,0,0,0,0,0
"Life Is a Dream","movie",2014,81,31250,6.4,"David E. Breaux",NA,NA,0,0,0,0,1,0,0,0,0
"Dairy Philosopher","movie",2014,109,4754,6.6,"Müfit Can Saçinti",1968,NA,0,0,0,1,0,0,0,0,0
"To Steal from a Thief","movie",2016,96,7265,6.2,"Daniel Calparsoro",1968,NA,0,0,1,0,0,0,0,0,0
"The Young Pope","tvMiniSeries",2016,546,46454,8.3,"Paolo Sorrentino",1970,NA,0,0,0,0,0,0,0,0,0
"Girlhood","movie",2014,113,9848,7,"Céline Sciamma",1978,NA,0,0,0,0,0,0,0,0,0
"Let's Be Evil","movie",2016,82,5562,3.8,"Martin Owen",NA,NA,0,0,0,0,0,0,0,1,0
"The Olive Tree","movie",2016,100,3751,6.8,"Icíar Bollaín",1967,NA,0,0,0,1,0,0,0,0,0
"Fizruk","tvSeries",2014,25,2655,6.8,"Igor Voloshin",1974,NA,0,0,0,1,0,0,0,0,0
"Misconduct","movie",2016,106,17439,5.3,"Shintaro Shimosawa",NA,NA,0,0,0,0,0,0,0,0,0
"The Martian","movie",2015,144,898643,8,"Ridley Scott",1937,NA,0,0,1,0,0,0,0,1,0
"Marvellous","tvMovie",2014,90,6414,7.8,"Julian Farino",NA,NA,0,0,0,0,0,0,0,0,0
"Barakamon","tvMiniSeries",2014,24,4025,8.2,"Masaki Tachibana",NA,NA,1,0,0,1,0,0,0,0,0
"Monkey Kingdom","movie",2015,81,4117,7.2,"Alastair Fothergill",1960,NA,0,0,0,0,1,0,0,0,0
"The Dig","movie",2021,112,80272,7.1,"Simon Stone",1984,NA,0,0,0,0,0,0,0,0,0
"Septembers of Shiraz","movie",2015,110,5689,6.2,"Wayne Blair",1971,NA,0,0,0,0,0,0,0,0,1
"The One and Only Ivan","movie",2020,95,13204,6.6,"Thea Sharrock",NA,NA,0,0,1,1,0,0,0,0,0
"A Girl at My Door","movie",2014,119,3097,7,"July Jung",1980,NA,0,0,0,0,0,0,0,0,0
"7th Day","movie",2014,134,3199,6.9,"Syamdhar",NA,NA,0,0,0,0,0,0,0,0,1
"One More Time","movie",2015,98,3438,5,"Robert Edwards",NA,NA,0,0,0,1,0,0,0,0,0
"Belzebuth","movie",2017,114,3929,6,"Emilio Portes",NA,NA,0,0,0,0,0,0,0,0,0
"Heatstroke","movie",2013,92,3314,4.8,"Evelyn Purcell",NA,NA,0,1,0,0,0,0,0,0,1
"The Librarians","tvSeries",2014,42,24397,7.2,"Marc Roskin",NA,NA,0,1,1,1,0,0,0,0,0
"Beyond the Sky","movie",2018,82,5042,5,"Fulvio Sestito",1980,NA,0,0,0,0,0,0,0,1,1
"Alaskan Bush People","tvSeries",2014,42,2644,6,"T.J. Shanks",1974,NA,0,0,0,0,0,0,0,0,0
"The Red Turtle","movie",2016,80,37571,7.5,"Michael Dudok de Wit",1953,NA,1,0,0,0,0,0,0,0,0
"Do Not Disturb","movie",2014,79,2831,5.7,"Patrice Leconte",1947,NA,0,0,0,1,0,0,0,0,0
"Natural Selection","movie",2016,101,2321,5.1,"Chad L. Scheifele",NA,NA,0,0,0,0,0,0,0,0,0
"Bangalore Days","movie",2014,171,21799,8.3,"Anjali Menon",NA,NA,0,0,0,1,0,0,1,0,0
"Natural Born Pranksters","movie",2016,90,3755,3.6,"Roman Atwood",1983,NA,0,0,0,1,0,0,0,0,0
"Holding the Man","movie",2015,127,13180,7.4,"Neil Armfield",1955,NA,0,0,0,0,0,0,0,0,0
"Kardes Payi","tvSeries",2014,70,16971,8.6,"Selçuk Aydemir",1982,NA,0,0,0,1,0,0,0,0,0
"Pottersville","movie",2017,84,5300,5.4,"Seth Henrikson",NA,NA,0,0,0,1,0,0,0,0,0
"Reunion","movie",2015,88,2481,5.1,"Taneli Mustonen",NA,NA,0,0,0,1,0,0,0,0,0
"Turbo Kid","movie",2015,93,29275,6.7,"Yoann-Karl Whissell",NA,NA,0,1,1,1,0,0,0,0,0
"Dragon Blade","movie",2015,127,20923,5.9,"Daniel Lee",NA,NA,0,1,0,0,0,1,0,0,0
"The Good Lord Bird","tvMiniSeries",2020,335,7212,7.6,"Kevin Hooks",1958,NA,0,0,0,0,0,0,0,0,0
"Kingdom","tvSeries",2014,43,19237,8.5,"Michael Morris",NA,NA,0,0,0,0,0,0,0,0,0
"The Salt of the Earth","movie",2014,110,22858,8.4,"Juliano Ribeiro Salgado",NA,NA,0,0,0,0,1,0,0,0,0
"The Oscars","tvSpecial",2015,223,3830,6.5,"Hamish Hamilton",1966,NA,0,0,0,1,0,0,0,0,0
"Merchants of Doubt","movie",2014,96,3897,7.6,"Robert Kenner",NA,NA,0,0,0,0,1,0,0,0,0
"Yakuza Apocalypse","movie",2015,115,4446,5.5,"Takashi Miike",1960,NA,0,1,0,1,0,0,0,0,0
"An Open Secret","movie",2014,99,2373,7.4,"Amy Berg",NA,NA,0,0,0,0,1,0,0,0,0
"Age of Tomorrow","video",2014,90,2510,2.1,"James Kondelik",NA,NA,0,1,0,0,0,0,0,1,1
"Saturday Night Live: 40th Anniversary Special","tvSpecial",2015,106,2134,8.1,"Don Roy King",1947,NA,0,0,0,1,0,0,0,0,0
"Badlapur","movie",2015,134,25248,7.4,"Mehmet Tutkun",2004,NA,0,1,0,0,0,0,0,0,0
"Humpty Sharma Ki Dulhania","movie",2014,133,13764,6,"Shashank Khaitan",1982,NA,0,0,0,1,0,0,1,0,0
"Any Body Can Dance 2","movie",2015,154,6895,5.4,"Remo D'Souza",1972,NA,0,0,0,0,0,0,0,0,0
"Kisi Ka Bhai Kisi Ki Jaan","movie",2023,145,39922,4.4,"Farhad Samji",1974,NA,0,1,0,1,0,0,0,0,0
"Dishoom","movie",2016,124,8563,5.1,"Rohit Dhawan",1983,NA,0,1,1,1,0,0,0,0,0
"Last Cab to Darwin","movie",2015,123,4106,7.2,"Jeremy Sims",1966,NA,0,0,1,1,0,0,0,0,0
"Uttama Villain","movie",2015,171,3592,7.3,"Ramesh Aravind",1964,NA,0,0,0,1,0,0,0,0,0
"The Team","tvSeries",2015,60,2959,6.9,"Kathrine Windfeld",1966,2015,0,0,0,0,0,0,0,0,0
"Olympus","tvSeries",2015,46,3037,5,"Amanda Tapping",1965,NA,0,0,0,0,0,1,0,0,0
"Bridge of Spies","movie",2015,142,322854,7.6,"Steven Spielberg",1946,NA,0,0,0,0,0,0,0,0,1
"The Present","short",2014,4,2582,7.5,"Jacob Frey",NA,NA,1,0,0,1,0,0,0,0,0
"Ibiza","movie",2018,94,18636,5.2,"Alex Richanbach",NA,NA,0,0,0,1,0,0,1,0,0
"600 Miles","movie",2015,85,2443,5.5,"Gabriel Ripstein",NA,NA,0,0,0,0,0,0,0,0,1
"The Red Pill","movie",2016,108,11883,8,"Cassie Jaye",1986,NA,0,0,0,0,1,0,0,0,0
"Heaven Knows What","movie",2014,97,8871,6.8,"Benny Safdie",1986,NA,0,0,0,0,0,0,0,0,0
"The Driftless Area","movie",2015,95,2090,5.3,"Zachary Sluser",1981,NA,0,0,0,0,0,0,0,0,0
"Criminal Activities","movie",2015,94,9259,5.8,"Jackie Earle Haley",1961,NA,0,0,0,0,0,0,0,0,1
"The Runner","movie",2015,90,5775,4.7,"Austin Stark",1979,NA,0,0,0,0,0,0,0,0,0
"A Christmas Horror Story","movie",2015,99,11624,5.8,"Grant Harvey",1966,NA,0,0,0,0,0,1,0,0,0
"Feast","short",2014,6,23772,8.2,"Patrick Osborne",NA,NA,1,0,0,1,0,0,0,0,0
"Miss Hokusai","movie",2015,93,3435,6.7,"Keiichi Hara",1959,NA,1,0,0,0,0,0,0,0,0
"Sarajevo","tvMovie",2014,98,2909,6.7,"Andreas Prochaska",1964,NA,0,0,0,0,0,0,0,0,0
"The BFG","movie",2016,117,91265,6.3,"Steven Spielberg",1946,NA,0,0,1,0,0,1,0,0,0
"Little Horror Movie","movie",2018,84,6891,4.2,"Jérôme Cohen-Olivar",1964,NA,0,0,0,0,0,0,0,0,0
"Eloise","movie",2016,89,4548,4.6,"Robert Legato",1956,NA,0,0,0,0,0,0,0,1,0
"Doctor Stranger","tvSeries",2014,60,3318,7.4,"Hyuk Jin",NA,NA,0,1,0,0,0,0,1,0,0
"The Forgiven","movie",2021,117,8075,6.1,"John Michael McDonagh",1967,NA,0,0,0,0,0,0,0,0,0
"Singh Is Bliing","movie",2015,141,8929,5,"Prabhu Deva",1973,NA,0,1,0,1,0,0,1,0,0
"Ascension","tvMiniSeries",2014,231,18952,7.1,"Mairzee Almas",NA,NA,0,0,0,0,0,0,0,1,0
"No Tears for the Dead","movie",2014,116,7057,6.7,"Lee Jeong-beom",NA,NA,0,1,0,0,0,0,0,0,0
"A Hard Day","movie",2014,111,15605,7.2,"Seong Hun Kim",1971,NA,0,1,0,0,0,0,0,0,1
"The Late Show with Stephen Colbert","tvSeries",2015,41,14544,7.2,"Jake Plunkett",NA,NA,0,0,0,1,0,0,0,0,0
"Gangnam 1970","movie",2015,135,2046,6.2,"Ha Yoo",NA,NA,0,1,0,0,0,0,0,0,0
"Coming Soon","movie",2014,134,35241,7.3,"Cem Yilmaz",1973,NA,0,0,0,1,0,0,1,0,0
"Yaara","movie",2020,130,6557,5.9,"Manish Soni",1995,NA,0,1,0,0,0,0,0,0,0
"Some Kind of Hate","movie",2015,82,2747,4.6,"Adam Egypt Mortimer",NA,NA,0,0,0,0,0,0,0,0,1
"Jarhead 2: Field of Fire","video",2014,103,6595,5.5,"Don Michael Paul",NA,NA,0,1,0,0,0,0,0,0,0
"Dude Bro Party Massacre III","movie",2015,91,2412,6,"Tomm Jacobsen",NA,NA,0,0,0,1,0,0,0,0,0
"Heidi","movie",2015,111,6800,7.4,"Alain Gsponer",1976,NA,0,0,0,0,0,0,0,0,0
"Already Tomorrow in Hong Kong","movie",2015,78,6102,6.4,"Emily Ting",NA,NA,0,0,0,1,0,0,1,0,0
"Broken Vows","movie",2014,90,2292,4.3,"Bram Coppens",NA,NA,0,0,0,0,0,0,0,0,1
"The Other Side of the Door","movie",2016,96,18982,5.3,"Johannes Roberts",1976,NA,0,0,0,0,0,0,0,0,1
"Bourek","movie",2015,90,2799,6.3,"Vladan Nikolic",NA,NA,0,0,0,1,0,0,0,0,0
"Suck Me Shakespeer 2","movie",2015,115,14055,5.9,"Bora Dagtekin",1978,NA,0,0,0,1,0,0,0,0,0
"Christmas Eve","movie",2015,95,2769,5,"Mitch Davis",NA,NA,0,0,0,1,0,0,0,0,0
"Henry Gamble's Birthday Party","movie",2015,87,3312,6.1,"Stephen Cone",NA,NA,0,0,0,0,0,0,0,0,0
"Standoff","movie",2016,80,8957,6.1,"Adam Alleca",1983,NA,0,1,0,0,0,0,0,0,0
"Remember","movie",2015,94,27182,7.5,"Atom Egoyan",1960,NA,0,0,0,0,0,0,0,0,1
"Vincent N Roxxy","movie",2016,102,2279,5.5,"Gary Michael Schultz",NA,NA,0,0,0,0,0,0,0,0,1
"Bessie","tvMovie",2015,115,4711,6.6,"Dee Rees",1977,NA,0,0,0,0,0,0,0,0,0
"Digging for Fire","movie",2015,85,6658,5.8,"Joe Swanberg",1981,NA,0,0,0,1,0,0,0,0,0
"Elvis","movie",2022,159,218300,7.3,"Baz Luhrmann",1962,NA,0,0,0,0,0,0,0,0,0
"V/H/S Viral","movie",2014,81,18665,4.2,"Justin Benson",1983,NA,0,0,1,0,0,0,0,0,0
"Brain on Fire","movie",2016,88,23531,6.6,"Gerard Barrett",1987,NA,0,0,0,0,0,0,0,0,0
"Deathgasm","movie",2015,86,18792,6.3,"Jason Howden",NA,NA,0,1,0,1,0,0,0,0,0
"Moontrap: Target Earth","movie",2017,85,4829,2.8,"Robert Dyke",NA,NA,0,1,1,0,0,0,0,0,0
"All the Old Knives","movie",2022,101,26817,6.1,"Janus Metz",1974,NA,0,0,0,0,0,0,0,0,1
"Indian Summers","tvSeries",2015,52,4437,7.3,"Anand Tucker",1963,NA,0,0,0,0,0,0,0,0,0
"Moonrise Kingdom: Animated Book Short","short",2012,5,4989,7.2,"Christian De Vita",NA,NA,1,0,0,1,0,1,0,0,0
"Mine","movie",2016,106,20733,5.8,"Fabio Guaglione",1981,NA,0,0,0,0,0,1,0,0,1
"By the Sea","movie",2015,122,22246,5.3,"Angelina Jolie",1975,NA,0,0,0,0,0,0,1,0,0
"Janis: Little Girl Blue","movie",2015,103,5581,7.4,"Amy Berg",NA,NA,0,0,0,0,1,0,0,0,0
"War on Everyone","movie",2016,98,20008,5.8,"John Michael McDonagh",1967,NA,0,1,0,1,0,0,0,0,0
"CityLights","movie",2014,126,5381,7.3,"Hansal Mehta",1968,NA,0,0,0,0,0,0,0,0,1
"Sathuranga Vettai","movie",2014,145,3531,8.1,"H. Vinoth",1981,NA,0,0,0,0,0,0,0,0,1
"Kukhnya v Parizhe","movie",2014,106,2655,6.8,"Dmitriy Dyachenko",NA,NA,0,0,0,1,0,0,1,0,0
"The Warning","movie",2018,92,6741,5.9,"Daniel Calparsoro",1968,NA,0,0,1,0,0,0,0,0,0
"I Am Michael","movie",2015,98,5832,5.6,"Justin Kelly",1980,NA,0,0,0,0,0,0,1,0,0
"Unfriended","movie",2014,83,80030,5.6,"Levan Gabriadze",1969,NA,0,0,0,0,0,0,0,0,1
"She's Gotta Have It","tvSeries",2017,30,4951,6.9,"Spike Lee",1957,NA,0,0,0,1,0,0,0,0,0
"The Hollars","movie",2016,88,14012,6.6,"John Krasinski",1979,NA,0,0,0,1,0,0,1,0,0
"L'attesa","movie",2015,100,2530,6.5,"Piero Messina",1981,NA,0,0,0,0,0,0,0,0,0
"Irrational Man","movie",2015,95,65841,6.6,"Woody Allen",1935,NA,0,0,0,1,0,0,0,0,0
"Atari: Game Over","movie",2014,66,6043,6.7,"Zak Penn",1968,NA,0,0,0,0,1,0,0,0,0
"Elle","movie",2016,130,70023,7.1,"Paul Verhoeven",1938,NA,0,0,0,0,0,0,0,0,1
"After the Ball","movie",2015,101,3621,5.8,"Sean Garrity",NA,NA,0,0,0,1,0,0,0,0,0
"Court","movie",2014,116,5119,7.6,"Chaitanya Tamhane",1987,NA,0,0,0,0,0,0,0,0,0
"Underworld: Blood Wars","movie",2016,91,79598,5.7,"Anna Foerster",NA,NA,0,1,1,0,0,1,0,0,0
"Power Rangers","movie",2017,124,112480,5.9,"Dean Israelite",1984,NA,0,1,1,0,0,1,0,0,0
"The Last: Naruto the Movie","movie",2014,112,17046,7.6,"Tsuneo Kobayashi",NA,NA,1,1,1,0,0,0,0,0,0
"England Is Mine","movie",2017,94,3723,5.8,"Mark Gill",NA,NA,0,0,0,0,0,0,0,0,0
"Over the Garden Wall","tvMiniSeries",2014,22,66255,8.8,"Nate Cash",1976,NA,1,0,1,1,0,0,0,0,0
"My All-American","movie",2015,118,7064,7.1,"Angelo Pizzo",NA,NA,0,0,0,0,0,0,0,0,0
